Date,Close,Volume,ExchangeRate,VIX,TEDSpread,EFFR,Gold,Oil,compound,Lagged_Compound_1,Price_Change,Log_Return,SMA_20,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,OBV
2010-02-15,6.0966668128967285,12387600.0,1.3625,22.73,0.15,0.12,1089.5,74.12999725341797,0.2986739315092563,-0.1460134756052866,0.0,0.0,6.178166651725769,52.35734379298411,-0.13368402218675612,-0.14257680220533267,6.570027942977281,5.786305360474258,6317700.0
2010-02-16,6.183332920074463,9264600.0,1.3742,22.25,0.15,0.13,1119.300048828125,77.01000213623047,-0.1150160182098096,0.2986739315092563,0.014215326150742502,0.014115235831101292,6.1518332958221436,52.47522894393843,-0.11974480186662362,-0.13801040213759086,6.4536518424827936,5.8500147491614936,15582300.0
2010-02-17,6.190000057220459,7142700.0,1.3623,21.72,0.15,0.12,1119.5,77.33000183105469,0.4133282482091869,-0.1150160182098096,0.0010782432762679317,0.0010776623895071883,6.1291666507720945,54.17722197454847,-0.10692729578232019,-0.13179378086653673,6.325076304678479,5.93325699686571,22725000.0
2010-02-18,6.203332901000977,6653100.0,1.3563,20.63,0.15,0.12,1118.0,79.05999755859375,0.4408114469920595,0.4133282482091869,0.002153932739461739,0.002151616351970891,6.12316665649414,58.288747758609084,-0.09460295680178632,-0.12435561605358667,6.30050840810423,5.94582490488405,29378100.0
2010-02-19,6.210000038146973,6201900.0,1.3538,20.02,0.14,0.13,1121.300048828125,79.80999755859375,0.4353491999208927,0.4408114469920595,0.0010747669442212615,0.0010741897957254666,6.127999997138977,53.15316050637523,-0.08333718789311995,-0.11615193042149333,6.30943525528509,5.946564738992864,35580000.0
2010-02-22,6.176667213439941,3662400.0,1.359,19.94,0.14,0.12,1112.5999755859375,80.16000366210938,0.4643450137227773,0.4353491999208927,-0.005367604589738062,-0.005382061936675679,6.131000018119812,49.23550731770269,-0.07622004797956183,-0.10816555393310703,6.313626545388458,5.948373490851165,31917600.0
2010-02-23,6.146667003631592,6428400.0,1.3537,21.37,0.13,0.12,1102.699951171875,78.86000061035156,0.1009149621240794,0.4643450137227773,-0.004857022204963757,-0.0048688558704469385,6.13666672706604,39.23614663934125,-0.0721685158043126,-0.10096614630734815,6.313473771552841,5.959859682579239,25489200.0
2010-02-24,6.199999809265137,6550500.0,1.3576,20.27,0.13,0.11,1096.5,80.0,0.2298792867284072,0.1009149621240794,0.00867670326081349,0.008639277006263312,6.140833377838135,55.12820199318,-0.06391733640502384,-0.09355638432688329,6.319573020631921,5.962093735044348,32039700.0
2010-02-25,6.22333288192749,5906400.0,1.3476,20.1,0.12,0.12,1107.800048828125,78.16999816894531,0.1994249876588583,0.2298792867284072,0.0037633989322847228,0.003756335063746147,6.148000025749207,46.700451955083324,-0.05486300673274336,-0.08581770880805531,6.3279594227729525,5.968040628725461,37946100.0
2010-02-26,6.210000038146973,5703000.0,1.366,19.5,0.12,0.13,1118.300048828125,79.66000366210938,0.0769523689523339,0.1994249876588583,-0.002142396049428119,-0.002144694262886742,6.158666682243347,73.01592527710572,-0.048207527926606986,-0.07829567263176565,6.325682165052743,5.991651199433952,32243100.0
2010-03-01,6.266666889190674,5836500.0,1.3516,19.26,0.12,0.14,1117.800048828125,78.69999694824219,0.1961575996958547,0.0769523689523339,0.009125096730371318,0.00908371458872609,6.165000033378601,73.43755238706188,-0.037923315355048004,-0.07022120117642212,6.33851519732922,5.991484869427983,38079600.0
2010-03-02,6.4166669845581055,10055100.0,1.3564,19.06,0.11,0.14,1136.9000244140625,79.68000030517578,0.1816696144640445,0.1961575996958547,0.023936184581019537,0.02365420493026194,6.176166725158692,85.80257651711895,-0.01746788974568325,-0.05967053889027435,6.382921230663097,5.969412219654286,48134700.0
2010-03-03,6.480000019073486,7612200.0,1.3731,18.83,0.11,0.15,1142.699951171875,80.87000274658203,0.6050081484019756,0.1816696144640445,0.00987008281211943,0.009821691700417376,6.1825000762939455,86.85723861411633,0.003809713012119964,-0.046974488509795485,6.417883225290584,5.947116927297307,55746900.0
2010-03-04,6.583333015441895,10386000.0,1.3571,18.72,0.11,0.16,1132.5999755859375,80.20999908447266,0.7132588394451886,0.6050081484019756,0.01594645000991579,0.015820641084090366,6.205666732788086,88.02091831678928,0.028679871999763407,-0.03184361640788371,6.499176068872617,5.912157396703555,66132900.0
2010-03-05,6.676667213439941,10438200.0,1.3608,17.42,0.1,0.17,1134.800048828125,81.5,-0.1238243516534566,0.7132588394451886,0.014177347215934777,0.014077788511052432,6.22616674900055,89.54554528258825,0.05528366623779224,-0.014418159878748522,6.587135369783031,5.8651981282180685,76571100.0
2010-03-08,6.690000057220459,8087700.0,1.3613,17.79,0.09,0.15,1123.5999755859375,81.87000274658203,0.1754081595156874,-0.1238243516534566,0.001996931006787106,0.0019949397905045297,6.259833407402039,88.38393836363663,0.07656067015904888,0.0037776061288109595,6.661802091295134,5.857864723508944,84658800.0
2010-03-09,6.716667175292969,7794300.0,1.3586,17.92,0.1,0.14,1122.0,81.48999786376953,0.1479520627430507,0.1754081595156874,0.003986116269719231,0.0039781927573097065,6.29233341217041,88.72558747486958,0.09448549267682704,0.02191918343841418,6.731892584562559,5.852774239778261,92453100.0
2010-03-10,6.739999771118164,9172500.0,1.3658,18.57,0.11,0.14,1107.800048828125,82.08999633789062,0.082618113341076,0.1479520627430507,0.003473835343669185,0.003467815514905992,6.3278333902359005,88.88898103151831,0.10931368898676119,0.03939808454808358,6.79216987319464,5.863496907277161,101625600.0
2010-03-11,6.74666690826416,5084400.0,1.3674,18.06,0.1,0.15,1108.0,82.11000061035156,0.0260956110432744,0.082618113341076,0.000989189521128031,0.0009887005955738018,6.362666726112366,88.88898103151831,0.12021733305904814,0.055561934250276494,6.8434780487730995,5.881855403451632,106710000.0
2010-03-12,6.766666889190674,4017600.0,1.3753,17.58,0.11,0.17,1101.5,81.23999786376953,0.1989925799891352,0.0260956110432744,0.0029644239442168097,0.0029600387038930176,6.396166729927063,93.59609209123434,0.12898551611769626,0.07024665062376045,6.892069507074912,5.900263952779214,110727600.0
2010-03-15,6.760000228881836,8693100.0,1.3652,18.0,0.09,0.2,1105.0999755859375,79.80000305175781,0.1805788182786532,0.1989925799891352,-0.0009852207028969717,-0.0009857063518207989,6.4293334007263185,96.93884626135926,0.13385344143966105,0.08296800878694058,6.929605323508821,5.929061477943816,102034500.0
2010-03-16,6.75,8693700.0,1.3758,17.69,0.1,0.2,1122.199951171875,81.69999694824219,-0.177883980795741,0.1805788182786532,-0.0014793237490008382,-0.001480419028693458,6.457666754722595,95.08200822036456,0.13534420864504604,0.09344324875856168,6.963432924300807,5.951900585144384,93340800.0
2010-03-17,6.836667060852051,8184000.0,1.3739,16.91,0.12,0.18,1124.0,82.93000030517578,-0.0775001597357913,-0.177883980795741,0.012839564570674256,0.012757836189279838,6.4900001049041744,95.54459617458747,0.14188341619706435,0.10313128224626222,7.006289313389386,5.973710896418963,101524800.0
2010-03-18,6.909999847412109,7291800.0,1.3603,16.62,0.11,0.18,1127.4000244140625,82.19999694824219,0.1707929108136644,-0.0775001597357913,0.010726394295251795,0.010669274623676277,6.525333452224731,97.72724317126077,0.15123973082868414,0.11275297196274661,7.055554237726774,5.995112666722688,108816600.0
2010-03-19,7.010000228881836,12896700.0,1.353,16.97,0.12,0.18,1107.4000244140625,80.68000030517578,0.2604025402106344,0.1707929108136644,0.014471835553973023,0.014368117999865,6.565333461761474,97.85404984930523,0.16482388547692572,0.12316715466558244,7.115712009700576,6.014954913822373,121713300.0
2010-03-22,6.933332920074463,6894000.0,1.3531,16.87,0.13,0.18,1099.300048828125,81.25,-0.1477106604725122,0.2604025402106344,-0.010936848260217902,-0.010997095262743383,6.6031667470932005,86.72975371508727,0.16747249613149062,0.13202822295876407,7.145013218416149,6.061320275770252,114819300.0
2010-03-23,6.980000019073486,5538300.0,1.3535,16.35,0.14,0.17,1103.5,81.91000366210938,0.0404701760271564,-0.1477106604725122,0.006730831987586505,0.006708281072356263,6.644833397865296,86.40767529971222,0.17136183150884676,0.1398949446687806,7.166667752741681,6.12299904298891,120357600.0
2010-03-24,6.99666690826416,6949500.0,1.3347,17.55,0.14,0.17,1088.5999755859375,80.61000061035156,0.29377001456239,0.0404701760271564,0.002387806467783582,0.002384960187929652,6.684666752815247,84.44435967371744,0.17378574262017654,0.1466731042590598,7.184699103416111,6.184634402214382,127307100.0
2010-03-25,6.989999771118164,6603000.0,1.3344,18.4,0.15,0.17,1092.699951171875,80.52999877929688,-0.0968638559570536,0.29377001456239,-0.0009529018936318412,-0.0009533561932662018,6.72300009727478,80.51929232672761,0.17317250257757433,0.1519729839227627,7.190617591885585,6.255382602663976,120704100.0
2010-03-26,7.016666889190674,6141000.0,1.3398,17.77,0.15,0.17,1104.199951171875,80.0,0.1795790620769063,-0.0968638559570536,0.0038150384757800193,0.0038077796723795768,6.763333439826965,81.01250694880788,0.17284585951206033,0.15614755904062225,7.181147205842982,6.345519673810949,126845100.0
2010-03-29,7.053332805633545,4236300.0,1.3465,17.59,0.14,0.16,1110.300048828125,82.16999816894531,-0.1020734773017466,0.1795790620769063,0.00522554612067383,0.0052119403324106675,6.802666735649109,81.36626757591239,0.17354510560703318,0.15962706835390444,7.168490804966571,6.436842666331647,131081400.0
2010-03-30,7.019999980926514,4555500.0,1.3409,17.13,0.13,0.16,1104.5,82.37000274658203,-0.2845943581778556,-0.1020734773017466,-0.004725826162691238,-0.004737028185627277,6.832833385467529,75.6096880187222,0.1694561972363573,0.16159289413039502,7.162335987476931,6.503330783458127,126525900.0
2010-03-31,7.039999961853027,5974200.0,1.3526,17.59,0.13,0.09,1113.300048828125,83.76000213623047,0.1626893821555902,-0.2845943581778556,0.0028490001397227793,0.0028449494306480257,6.860833382606506,76.19038698646467,0.1659169518661603,0.16245770567754808,7.157645725095929,6.564021040117083,132500100.0
2010-04-01,7.050000190734863,6013500.0,1.3569,17.47,0.13,0.17,1125.0999755859375,84.87000274658203,0.1556760404402246,0.1626893821555902,0.0014204870647760437,0.0014194791274205261,6.884166741371155,75.75749694174888,0.16205098640867543,0.16237636182377355,7.161883809247973,6.606449673494337,138513600.0
2010-04-02,7.050000190734863,6013500.0,1.3487,17.47,0.13,0.2,1125.0999755859375,84.87000274658203,-0.860265938565135,0.1556760404402246,0.0,0.0,6.902833390235901,76.68703311053696,0.15717536120513387,0.1613361617000456,7.171877687016133,6.633789093455668,138513600.0
2010-04-05,7.203332901000977,7216500.0,1.3486,17.02,0.13,0.2,1132.9000244140625,86.62000274658203,-0.0170898519456386,-0.860265938565135,0.0217493200167036,0.021516177953541375,6.928500032424926,83.0096399698343,0.16379592391640685,0.16182811414331788,7.209720813885352,6.647279250964501,145730100.0
2010-04-06,7.230000019073486,8089800.0,1.3378,16.23,0.12,0.2,1135.0999755859375,86.83999633789062,-0.3234001873061061,-0.0170898519456386,0.0037020527079629773,0.003695216976467766,6.954166674613953,81.38290708459866,0.16924364572827155,0.16331122046030863,7.2474270797537015,6.6609062694742045,153819900.0
2010-04-07,7.139999866485596,7172100.0,1.3364,16.62,0.13,0.19,1152.300048828125,85.87999725341797,0.5588808208703995,-0.3234001873061061,-0.012448153852069321,-0.012526281156780136,6.974166679382324,67.87560657618641,0.1644036019758186,0.16352969676341061,7.260403393582486,6.687929965182162,146647800.0
2010-04-08,7.236667156219482,6653100.0,1.336,16.48,0.12,0.19,1152.199951171875,85.38999938964844,0.06887175925076,0.5588808208703995,0.013538836350352357,0.013448005219030126,6.99866669178009,67.70830461763353,0.16644935033114905,0.1641136274769583,7.286789385298925,6.710543998261255,153300900.0
2010-04-09,7.303332805633545,6855900.0,1.3468,16.14,0.14,0.19,1161.0999755859375,84.91999816894531,-0.1386235894169658,0.06887175925076,0.009212203349267867,0.009170029813586862,7.025499987602234,79.3650649482367,0.17147334343651988,0.16558557066887064,7.322473060352175,6.728526914852292,160156800.0
2010-04-12,7.346666812896728,5529300.0,1.3587,15.58,0.14,0.19,1161.5999755859375,84.33999633789062,-0.0047608699649572,-0.1386235894169658,0.005933456466581388,0.0059159228362634765,7.054833316802979,79.25531267310699,0.17691225207925498,0.1678509069509475,7.357232809268874,6.752433824337084,165686100.0
2010-04-13,7.329999923706055,6496500.0,1.3592,16.2,0.14,0.2,1152.800048828125,84.05000305175781,-0.0829521371051669,-0.0047608699649572,-0.002268632784790947,-0.002271210030768005,7.083833312988281,76.59570420691888,0.17782785883451524,0.16984629732766107,7.374146833859749,6.793519792116813,159189600.0
2010-04-14,7.436666965484619,6025200.0,1.3666,15.59,0.14,0.2,1159.0,85.83999633789062,-0.0234935914768892,-0.0829521371051669,0.014552120448677153,0.014447254467927405,7.11383330821991,80.7339702388101,0.18502773801445294,0.17288258546501947,7.420166340878513,6.807500275561306,165214800.0
2010-04-15,7.3933329582214355,8909400.0,1.354,15.89,0.14,0.22,1159.699951171875,85.51000213623047,-0.1026356321656041,-0.0234935914768892,-0.005827073803937655,-0.005844117440432105,7.137999963760376,75.33626620069235,0.18510324690065172,0.17532671775214592,7.452770082910173,6.823229844610579,156305400.0
2010-04-16,7.133333206176758,17987400.0,1.3487,18.36,0.15,0.21,1136.300048828125,83.23999786376953,0.1431567577475851,-0.1026356321656041,-0.03516678519875882,-0.03580002698359659,7.144166612625122,54.137947533825404,0.162312246612478,0.17272382352421234,7.453157628642856,6.835175596607389,138318000.0
2010-04-19,7.193333148956299,10053300.0,1.3458,17.34,0.15,0.2,1135.199951171875,81.44999694824219,0.3075573969011505,0.1431567577475851,0.008411207081646888,0.008376029996216294,7.157166624069214,58.72481127356622,0.14739265781512678,0.16765759038239522,7.45027873638436,6.864054511754069,148371300.0
2010-04-20,7.236667156219482,8505300.0,1.3446,15.73,0.15,0.2,1138.5999755859375,83.44999694824219,0.1405281626308957,0.3075573969011505,0.006024190228068438,0.006006117340802498,7.169999980926514,59.67213683728179,0.13748067676907993,0.16162220765973218,7.452743421282161,6.887256540570867,156876600.0
2010-04-21,7.28000020980835,11114700.0,1.3383,16.32,0.16,0.2,1148.199951171875,83.68000030517578,0.4944600797302666,0.1405281626308957,0.005987984890478915,0.005970128157395794,7.184166646003723,60.952364949707395,0.131604916101697,0.15561874934812514,7.458613500351648,6.909719791655798,167991300.0
2010-04-22,7.420000076293945,10913700.0,1.3298,16.47,0.16,0.2,1142.300048828125,83.69999694824219,0.4295731952620877,0.4944600797302666,0.01923075033665156,0.01904817643306942,7.205666661262512,65.54619424318025,0.13666970930300693,0.15182894133910152,7.483419572568135,6.92791374995689,178905000.0
2010-04-23,7.559999942779541,9428400.0,1.336,16.62,0.16,0.2,1153.0999755859375,85.12000274658203,0.3464239841060979,0.4295731952620877,0.01886790634044333,0.01869211516110603,7.232833313941955,65.1557978370541,0.1502484430772082,0.15151284168672285,7.537712012495424,6.927954615388487,188333400.0
2010-04-26,7.653333187103271,8950800.0,1.3336,17.47,0.16,0.2,1153.5,84.19999694824219,0.1450495846569538,0.3464239841060979,0.012345667332031018,0.012270081053942483,7.2628333330154415,67.02410236467492,0.1666202062015989,0.15453431458969807,7.608670847923021,6.916995818107862,197284200.0
2010-04-27,7.256667137145996,15733200.0,1.323,22.81,0.17,0.2,1161.699951171875,82.44000244140625,-0.0242462473817997,0.1450495846569538,-0.051829188702472995,-0.05322061226411293,7.274666690826416,53.76345872299373,0.14590540459361456,0.15280853259048138,7.601174998079804,6.948158383573029,181551000.0
2010-04-28,7.063333034515381,14448600.0,1.313,21.08,0.18,0.2,1171.300048828125,83.22000122070312,0.5133719495187203,-0.0242462473817997,-0.02664227240642769,-0.027003610105844993,7.275833344459533,44.73682076800473,0.11259045606305129,0.14476491728499538,7.598960392583665,6.952706296335402,167102400.0
2010-04-29,7.28000020980835,12882000.0,1.3243,18.44,0.17,0.19,1168.4000244140625,85.16999816894531,0.5418923070343832,0.5133719495187203,0.03067491993287197,0.030213849721840078,7.287333345413208,49.350670720573426,0.10248990973269834,0.136309915774536,7.592490569030162,6.982176121796253,179984400.0
2010-04-30,7.0,21171600.0,1.3302,22.05,0.19,0.2,1180.0999755859375,86.1500015258789,-0.1064835626631975,0.5418923070343832,-0.038461566172910966,-0.03922074197310912,7.284833335876465,41.475414103376174,0.07107220103067036,0.12326237282576288,7.598867476484317,6.970799195268613,158812800.0
2010-05-01,7.0,21171600.0,1.3302,22.05,0.19,0.2,1180.0999755859375,86.1500015258789,0.8244414627552032,-0.1064835626631975,0.0,0.0,7.274666690826416,41.81819041629032,0.045647247477451636,0.10773934775610064,7.612103887128773,6.937229494524059,158812800.0
2010-05-03,7.036666870117188,7880700.0,1.3183,20.19,0.19,0.2,1182.699951171875,86.19000244140625,-0.3464080974459648,0.8244414627552032,0.005238124302455516,0.00522445304971752,7.265000033378601,39.726032766036376,0.028132208008038617,0.09181791980648824,7.618518665254966,6.911481401502236,166693500.0
2010-05-04,6.800000190734863,10046400.0,1.3037,23.84,0.19,0.21,1168.5999755859375,82.73999786376953,0.4031237588663186,-0.3464080974459648,-0.033633349958257064,-0.03421196187372553,7.248000049591065,36.13709018480106,-0.004790389453003918,0.0724962579545898,7.655418903664167,6.840581195517963,156647100.0
2010-05-05,6.953332901000977,12424800.0,1.289,24.91,0.21,0.21,1174.5999755859375,79.97000122070312,0.4423264608614974,0.4031237588663186,0.022548927347830316,0.02229845849693572,7.2338333368301395,45.57376395627794,-0.01829818676503603,0.05433736901066464,7.662083008617808,6.805583665042471,169071900.0
2010-05-06,6.716667175292969,13168500.0,1.2689,32.8,0.26,0.2,1196.9000244140625,77.11000061035156,0.7775166937234727,0.4423264608614974,-0.03403630015671166,-0.03462902327766129,7.20450005531311,39.21569981260943,-0.04755200965270934,0.03395949327798985,7.689335631558707,6.719664479067513,155903400.0
2010-05-07,6.373332977294922,27633300.0,1.2721,40.95,0.3,0.2,1210.0,75.11000061035156,0.21332723274827,0.7775166937234727,-0.05111675017350714,-0.052469512359203205,7.15583336353302,32.80210629062259,-0.0973182512465689,0.007703944373078097,7.761042276190761,6.550624450875279,128270100.0
2010-05-10,6.539999961853027,19566600.0,1.2861,28.84,0.26,0.2,1200.4000244140625,76.80000305175781,-0.9189385939389468,0.21332723274827,0.02615067895430201,0.025814596544860364,7.116333365440369,35.9493642463804,-0.12190448448217506,-0.018217741397972533,7.774485719225702,6.458181011655035,147836700.0
2010-05-11,6.536666870117188,13051500.0,1.2715,28.32,0.26,0.2,1219.9000244140625,76.37000274658203,-0.1264728661626577,-0.9189385939389468,-0.0005096470573823231,-0.0005097769715860086,7.071333360671997,32.30975058681524,-0.1400438655946159,-0.042582966237301206,7.759646492545085,6.38302022879891,134785200.0
2010-05-12,6.679999828338623,6669000.0,1.2642,25.52,0.27,0.2,1242.699951171875,75.6500015258789,-0.2267061529511755,-0.1264728661626577,0.021927529897032283,0.02169057918609231,7.0356667041778564,32.399997711181626,-0.1412257217579862,-0.06231151734143821,7.7276428340771695,6.343690574278543,141454200.0
2010-05-13,6.610000133514404,5171100.0,1.2568,26.68,0.28,0.2,1228.800048828125,74.4000015258789,0.5211359978738156,-0.2267061529511755,-0.010478996500457693,-0.010534287788297467,7.009500050544739,28.9367467432276,-0.1461262887465118,-0.07907447162245293,7.72510159936262,6.293898501726858,136283100.0
2010-05-14,6.546667098999023,10608000.0,1.239,31.24,0.29,0.2,1227.4000244140625,71.61000061035156,0.1421002323428789,0.5211359978738156,-0.009581396858718061,-0.009627593765690268,6.977166748046875,33.437013893091176,-0.15335271533707928,-0.0939301203653782,7.7158593873754695,6.23847410871828,125675100.0
2010-05-17,6.550000190734863,7921800.0,1.2299,30.84,0.3,0.21,1227.699951171875,70.08000183105469,-0.3350453292950988,0.1421002323428789,0.0005091280319338143,0.0005089984702311617,6.942833399772644,36.86007467468664,-0.1570009486204249,-0.10654428601638755,7.694459370992976,6.191207428552311,133596900.0
2010-05-18,6.349999904632568,12112500.0,1.2358,33.55,0.29,0.21,1214.300048828125,69.41000366210938,0.0945948359689542,-0.3350453292950988,-0.03053439393562163,-0.031010280880879617,6.896333384513855,25.989651068255384,-0.1740245052281244,-0.12004032985873492,7.674725474820979,6.11794129420673,121484400.0
2010-05-19,6.373332977294922,11639100.0,1.2317,35.32,0.31,0.2,1192.5999755859375,69.87000274658203,0.1800750185632043,0.0945948359689542,0.003674499687052135,0.0036677652052694836,6.844000029563904,31.349177966015105,-0.1835175366003723,-0.1327357712070624,7.614853922575817,6.0731461365519905,133123500.0
2010-05-20,6.02666711807251,24335700.0,1.237,45.79,0.31,0.2,1187.800048828125,68.01000213623047,0.5734731242991984,0.1800750185632043,-0.05439318178689445,-0.055928421894046496,6.767333388328552,25.9868246913162,-0.21651798542998524,-0.14949221405164698,7.543334802554229,5.991331974102875,108787800.0
2010-05-21,6.256667137145996,19465200.0,1.2575,40.1,0.33,0.2,1175.699951171875,70.04000091552734,-0.3396646426990628,0.5734731242991984,0.03816371712049138,0.03745349592945809,6.697500085830688,32.4324179194754,-0.22155801663330799,-0.16390537456797918,7.38400105368281,6.0109991179785665,128253000.0
2010-05-24,6.119999885559082,14195700.0,1.2406,38.32,0.34,0.21,1193.800048828125,70.20999908447266,0.2502668953190247,-0.3396646426990628,-0.0218434589200881,-0.022085559302049872,6.640666723251343,33.96224165860315,-0.23388411224246397,-0.17790112210287615,7.320424430486192,5.960909016016494,114057300.0
2010-05-25,6.099999904632568,12618600.0,1.2279,34.61,0.37,0.21,1197.800048828125,68.75,0.3006563551723957,0.2502668953190247,-0.00326797080073582,-0.003273322279477878,6.592500066757202,28.523483086709916,-0.24247140372249376,-0.19081517842679968,7.282596677798523,5.902403455715881,101438700.0
2010-05-26,6.093332767486572,10632600.0,1.2224,35.02,0.37,0.2,1213.300048828125,71.51000213623047,0.0628759902384546,0.3006563551723957,-0.0010929733197098113,-0.0010935710506242635,6.533166694641113,32.25803386919151,-0.24696798315897972,-0.20204573937323572,7.176874849294308,5.889458539987918,90806100.0
2010-05-27,6.309999942779541,7377900.0,1.237,29.68,0.37,0.2,1211.9000244140625,74.55000305175781,0.5252658094351108,0.0628759902384546,0.035558073645523436,0.03494048299026725,6.49866669178009,48.057268447970756,-0.23039250311394888,-0.20771509212137837,7.11018352116322,5.88714986239696,98184000.0
2010-05-28,6.196667194366455,8379600.0,1.2369,32.07,0.38,0.19,1212.199951171875,73.97000122070312,-0.1916721419298223,0.5252658094351108,-0.017960816076198483,-0.018124069261010612,6.458500051498413,39.11205994724946,-0.22382124935533732,-0.2109363235681702,7.035949504399757,5.88105059859707,89804400.0
2010-05-31,6.196667194366455,8379600.0,1.2369,32.07,0.38,0.19,1212.199951171875,73.97000122070312,-0.8295819312334061,-0.1916721419298223,0.0,0.0,6.416500067710876,39.194918528984665,-0.21612216166006704,-0.21197349118654957,6.936191674192491,5.896808461229261,89804400.0
2010-06-01,6.130000114440918,9813000.0,1.2266,35.54,0.38,0.2,1224.800048828125,72.58000183105469,-0.1011587359011173,-0.8295819312334061,-0.010758538071262813,-0.010816829606781236,6.383000063896179,31.625841859321127,-0.21294535389674962,-0.2121678637285896,6.884669248566699,5.881330879225659,79991400.0
2010-06-02,6.243332862854004,7478400.0,1.2206,30.17,0.38,0.2,1220.5999755859375,72.86000061035156,0.025403735989874,-0.1011587359011173,0.018488213099066453,0.018319383813699578,6.34750006198883,38.09521450402882,-0.19898888521849933,-0.20953206802657154,6.774105818800097,5.920894305177564,87469800.0
2010-06-03,6.256667137145996,6713700.0,1.2193,29.46,0.4,0.19,1208.300048828125,74.61000061035156,0.7212171368300915,0.025403735989874,0.002135762193832047,0.002133484695977126,6.324500060081482,40.26846238972745,-0.18472294759009955,-0.20457024393927714,6.7154100649949475,5.933590055168016,94183500.0
2010-06-04,6.143332958221436,12879300.0,1.1998,35.48,0.4,0.19,1216.199951171875,71.51000213623047,-0.1079261077102273,0.7212171368300915,-0.018114145509146806,-0.01828021517316175,6.313000059127807,37.29166337599732,-0.1804817292759049,-0.1997525410066027,6.711323483991248,5.914676634264366,81304200.0
2010-06-07,6.073332786560059,9226800.0,1.1959,36.57,0.42,0.19,1239.300048828125,71.44000244140625,0.3000420704483986,-0.1079261077102273,-0.011394494183763704,-0.01145990881845822,6.289666700363159,40.58956467412759,-0.18068612486852853,-0.19593925777898785,6.68667257314326,5.892660827583058,72077400.0
